city,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price,rent price,cap rate
beer sheva,apartment,65.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,675000.0,2519,4.478
jerusalem,apartment,131.0,0.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5402000.0,9642,2.142
ramat gan,apartment,55.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1849000.0,6487,4.210
tel aviv,apartment,65.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3600000.0,5502,1.834
tel aviv,apartment,65.0,0.0,2.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,850000.0,6462,9.123
tel aviv,apartment,100.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5900000.0,8499,1.729
petah tikva,garden apartment,85.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2530000.0,5567,2.640
natanya,duplex,180.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6200000.0,10412,2.015
jerusalem,duplex,200.0,0.0,6.5,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4500000.0,11599,3.093
haifa,apartment,85.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,770000.0,3200,4.987
ashdod,private house,313.0,313.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11000000.0,11337,1.237
natanya,apartment,105.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2680000.0,6824,3.056
beer sheva,apartment,133.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1340000.0,4226,3.784
haifa,apartment,112.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3300000.0,5535,2.013
jerusalem,apartment,95.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880000.0,5960,2.483
tel aviv,penthouse,165.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14400000.0,15382,1.282
tel aviv,apartment,107.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6100000.0,9611,1.891
rishon lezion,private house,200.0,100.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5050000.0,14573,3.463
beer sheva,apartment,86.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1190000.0,3434,3.463
jerusalem,apartment,155.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3850000.0,10260,3.198
ramat gan,apartment,120.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2799000.0,8456,3.625
natanya,penthouse,240.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900000.0,8651,1.166
beer sheva,private house,120.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1990000.0,4001,2.413
tel aviv,garden apartment,80.0,90.0,3.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3450000.0,8037,2.795
tel aviv,apartment,135.0,0.0,4.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7800000.0,12589,1.937
petah tikva,dual family,165.0,208.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3600000.0,9512,3.171
beer sheva,garden apartment,20.0,60.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820000.0,1817,1.198
tel aviv,apartment,100.0,0.0,3.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4770000.0,10548,2.654
natanya,apartment,92.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1820000.0,5212,3.436
haifa,apartment,84.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1360000.0,4199,3.705
beer sheva,apartment,91.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,760000.0,3041,4.802
ashkelon,apartment,55.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,950000.0,2696,3.405
beer sheva,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1150000.0,2860,2.984
beer sheva,apartment,54.0,0.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,585000.0,2091,4.289
tel aviv,apartment,60.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2900000.0,8988,3.719
beer sheva,apartment,103.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,890000.0,3360,4.530
ashkelon,dual family,210.0,120.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3000000.0,6396,2.558
jerusalem,apartment,110.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3980000.0,7139,2.152
jerusalem,duplex,120.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3600000.0,8589,2.863
haifa,apartment,90.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1850000.0,3829,2.484
haifa,apartment,60.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,990000.0,2802,3.396
ashdod,apartment,120.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1990000.0,5322,3.209
beer sheva,private house,140.0,249.0,5.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1890000.0,5700,3.619
tel aviv,apartment,67.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2450000.0,6027,2.952
haifa,apartment,120.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1790000.0,4873,3.267
rishon lezion,private house,250.0,0.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7500000.0,13677,2.188
natanya,apartment,98.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2100000.0,5622,3.213
ramat gan,apartment,95.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2850000.0,7618,3.208
haifa,apartment,60.0,0.0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,850000.0,2435,3.438
tel aviv,apartment,103.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3600000.0,9852,3.284
natanya,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2590000.0,6945,3.218
haifa,apartment,103.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2200000.0,4659,2.541
ramat gan,penthouse,232.0,0.0,5.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5850000.0,12019,2.465
haifa,garden apartment,130.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1850000.0,6638,4.306
beer sheva,garden apartment,100.0,100.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1580000.0,4369,3.318
ashdod,apartment,85.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1750000.0,4335,2.973
tel aviv,apartment,110.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7600000.0,11319,1.787
jerusalem,garden apartment,60.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090000.0,4549,2.612
haifa,penthouse,215.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2750000.0,8642,3.771
natanya,apartment,360.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6800000.0,11490,2.028
ashdod,apartment,85.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1800000.0,4159,2.773
tel aviv,apartment,87.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4300000.0,8875,2.477
ramat gan,apartment,69.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2290000.0,4984,2.612
rishon lezion,apartment,110.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3100000.0,6660,2.578
ashdod,apartment,156.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2350000.0,6915,3.531
tel aviv,apartment,61.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3250000.0,7701,2.843
tel aviv,apartment,85.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4400000.0,10568,2.882
ramat gan,garden apartment,134.0,53.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3600000.0,9163,3.054
jerusalem,private house,408.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,12589,1.259
beer sheva,apartment,68.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790000.0,2156,3.275
tel aviv,apartment,98.0,0.0,3.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6300000.0,11862,2.259
tel aviv,apartment,100.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4100000.0,10834,3.171
haifa,apartment,80.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,3381,3.121
tel aviv,apartment,45.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3050000.0,5951,2.341
rishon lezion,apartment,130.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3600000.0,7104,2.368
tel aviv,apartment,65.0,0.0,2.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3250000.0,8259,3.049
beer sheva,apartment,113.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150000.0,3312,3.456
ashdod,apartment,175.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2800000.0,8491,3.639
tel aviv,apartment,75.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,6743,3.443
beer sheva,apartment,112.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1360000.0,4157,3.668
jerusalem,private house,220.0,70.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500000.0,17289,2.441
jerusalem,apartment,64.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850000.0,4157,2.696
tel aviv,private house,130.0,65.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3600000.0,9017,3.006
jerusalem,duplex,130.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3490000.0,10019,3.445
ashkelon,penthouse,330.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4000000.0,7663,2.299
tel aviv,apartment,60.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,5482,1.827
tel aviv,apartment,85.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5100000.0,7983,1.878
jerusalem,apartment,77.0,0.0,3.5,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2650000.0,6264,2.837
tel aviv,apartment,191.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11000000.0,13927,1.519
tel aviv,garden apartment,200.0,80.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3800000.0,13271,4.191
haifa,apartment,95.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070000.0,3767,4.225
petah tikva,garden apartment,300.0,140.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3800000.0,9961,3.146
tel aviv,apartment,70.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2300000.0,8394,4.379
natanya,duplex,300.0,0.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10000000.0,14877,1.785
tel aviv,apartment,64.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2900000.0,7359,3.045
haifa,apartment,90.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1750000.0,3536,2.425
rishon lezion,garden apartment,165.0,120.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5500000.0,12312,2.686
jerusalem,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2560000.0,8301,3.891
haifa,dual family,350.0,100.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4200000.0,8350,2.386
ashdod,apartment,129.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2095000.0,5731,3.283
haifa,apartment,141.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2850000.0,7241,3.049
ashdod,apartment,107.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1720000.0,4942,3.448
jerusalem,apartment,118.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3800000.0,9208,2.908
tel aviv,penthouse,118.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7000000.0,10092,1.730
tel aviv,apartment,76.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4150000.0,7314,2.115
tel aviv,apartment,145.0,0.0,3.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13500000.0,12136,1.079
tel aviv,apartment,98.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6250000.0,10500,2.016
haifa,apartment,250.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4150000.0,5405,1.563
haifa,apartment,130.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3700000.0,6847,2.221
tel aviv,apartment,90.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4850000.0,10379,2.568
beer sheva,apartment,90.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,990000.0,2885,3.497
tel aviv,apartment,120.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4100000.0,12646,3.701
haifa,apartment,100.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1350000.0,4340,3.858
tel aviv,apartment,104.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7500000.0,11625,1.860
ashdod,apartment,130.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2450000.0,6349,3.110
ashdod,apartment,180.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3150000.0,7236,2.757
beer sheva,duplex,130.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1400000.0,4645,3.981
tel aviv,penthouse,230.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4500000.0,13862,3.697
tel aviv,garden apartment,290.0,90.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,13900000.0,9611,0.830
ashdod,apartment,134.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2470000.0,6282,3.052
tel aviv,private house,235.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,10820,1.623
natanya,apartment,150.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8000000.0,10822,1.623
natanya,apartment,150.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6900000.0,10822,1.882
haifa,garden apartment,138.0,160.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3900000.0,7309,2.249
tel aviv,apartment,195.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10000000.0,18562,2.227
tel aviv,apartment,220.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12000000.0,16912,1.691
tel aviv,apartment,95.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3570000.0,12106,4.069
ramat gan,apartment,116.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2850000.0,8305,3.497
rishon lezion,penthouse,124.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3590000.0,7810,2.611
ashkelon,penthouse,129.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3050000.0,5725,2.252
ashdod,dual family,300.0,200.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4000000.0,10284,3.085
tel aviv,private house,480.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,14141,1.786
beer sheva,apartment,75.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,700000.0,2440,4.183
haifa,apartment,158.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4190000.0,6763,1.937
ashdod,apartment,200.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3500000.0,7059,2.420
jerusalem,apartment,63.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2900000.0,5181,2.144
tel aviv,penthouse,106.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8500000.0,12118,1.711
tel aviv,apartment,47.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4540000.0,5623,1.486
tel aviv,penthouse,106.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5600000.0,14557,3.119
haifa,dual family,220.0,50.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4700000.0,6988,1.784
petah tikva,penthouse,98.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2350000.0,5967,3.047
beer sheva,apartment,46.0,0.0,2.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,530000.0,2008,4.546
ashkelon,apartment,90.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050000.0,2927,3.345
natanya,private house,340.0,150.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6500000.0,13359,2.466
natanya,private house,250.0,80.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,12564,2.513
ramat gan,apartment,45.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940000.0,3954,2.446
natanya,apartment,129.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4000000.0,8236,2.471
natanya,apartment,112.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3100000.0,6551,2.536
tel aviv,apartment,86.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6500000.0,8988,1.659
tel aviv,apartment,103.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6200000.0,12796,2.477
natanya,apartment,113.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1590000.0,6308,4.761
natanya,penthouse,215.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10300000.0,12354,1.439
haifa,apartment,107.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2750000.0,5807,2.534
jerusalem,garden apartment,90.0,120.0,4.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3500000.0,9203,3.155
ashdod,apartment,74.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1950000.0,3078,1.894
rishon lezion,apartment,95.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2350000.0,6309,3.222
tel aviv,apartment,90.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3500000.0,9850,3.377
tel aviv,apartment,137.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7800000.0,13943,2.145
ramat gan,private house,250.0,250.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9150000.0,15334,2.011
tel aviv,penthouse,180.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10600000.0,13832,1.566
tel aviv,apartment,85.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5500000.0,9412,2.054
haifa,penthouse,95.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2095000.0,4723,2.705
tel aviv,apartment,133.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11900000.0,13341,1.345
haifa,garden apartment,128.0,60.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3500000.0,7388,2.533
haifa,apartment,105.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1145000.0,3979,4.170
ashkelon,apartment,45.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1220000.0,3040,2.990
tel aviv,penthouse,240.0,0.0,6.5,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9000000.0,11644,1.553
natanya,apartment,112.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1750000.0,6118,4.195
tel aviv,private house,497.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,10485,0.968
ramat gan,private house,420.0,150.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8900000.0,15159,2.044
tel aviv,apartment,85.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4050000.0,9050,2.681
haifa,apartment,90.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1280000.0,4640,4.350
jerusalem,duplex,140.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200000.0,11304,2.609
tel aviv,apartment,72.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2890000.0,9692,4.024
haifa,apartment,95.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1390000.0,5141,4.438
jerusalem,penthouse,190.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6190000.0,11697,2.268
ashdod,apartment,192.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1550000.0,8330,6.449
tel aviv,apartment,101.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4950000.0,8639,2.094
rishon lezion,private house,270.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5200000.0,14365,3.315
tel aviv,penthouse,195.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10060000.0,12429,1.483
jerusalem,apartment,73.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410898.0,5104,2.540
haifa,penthouse,145.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6500000.0,8465,1.563
tel aviv,apartment,167.0,0.0,5.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,11000000.0,15657,1.708
tel aviv,apartment,108.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6950000.0,12308,2.125
tel aviv,apartment,125.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8500000.0,12135,1.713
tel aviv,apartment,118.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4990000.0,12416,2.986
