city,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price,rent price,cap rate
beer sheva,apartment,60.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,920000.0,2277,2.970
natanya,apartment,85.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2000000.0,4909,2.945
ramat gan,apartment,70.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650000.0,5093,2.306
haifa,garden apartment,215.0,120.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2050000.0,6942,4.064
jerusalem,apartment,65.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1950000.0,4342,2.672
ashdod,apartment,64.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1600000.0,3022,2.267
haifa,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2590000.0,5957,2.760
beer sheva,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1360000.0,3875,3.419
tel aviv,garden apartment,55.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3200000.0,6343,2.379
ashkelon,apartment,117.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1960000.0,4290,2.627
natanya,apartment,80.0,0.0,3.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1920000.0,5844,3.652
jerusalem,apartment,85.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1900000.0,5138,3.245
petah tikva,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3160000.0,6702,2.545
beer sheva,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1360000.0,3864,3.409
rishon lezion,apartment,115.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2600000.0,6630,3.060
ashkelon,apartment,117.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2300000.0,4466,2.330
natanya,apartment,94.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2250000.0,6567,3.502
jerusalem,garden apartment,180.0,120.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2500000.0,7042,3.380
haifa,apartment,80.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820000.0,3499,5.120
beer sheva,apartment,75.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,800000.0,2504,3.756
beer sheva,apartment,83.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1075000.0,2840,3.170
jerusalem,apartment,80.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2060000.0,5015,2.921
beer sheva,apartment,175.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1532000.0,5466,4.281
haifa,apartment,130.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1530000.0,5350,4.196
petah tikva,apartment,100.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2300000.0,6818,3.557
tel aviv,apartment,111.0,0.0,4.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8200000.0,11996,1.756
petah tikva,garden apartment,240.0,120.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4900000.0,12092,2.961
jerusalem,apartment,80.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2650000.0,5951,2.695
natanya,apartment,140.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2890000.0,8764,3.639
jerusalem,apartment,123.0,0.0,4.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4150000.0,9819,2.839
rishon lezion,apartment,99.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2149000.0,5531,3.089
ramat gan,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3200000.0,7908,2.966
ramat gan,apartment,96.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3200000.0,7843,2.941
beer sheva,apartment,80.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,995000.0,3211,3.873
jerusalem,apartment,60.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4100000.0,5260,1.540
ashkelon,apartment,114.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1750000.0,4687,3.214
ashkelon,apartment,141.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2245000.0,4839,2.587
jerusalem,apartment,105.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3500000.0,8128,2.787
tel aviv,apartment,90.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4000000.0,9231,2.769
beer sheva,private house,135.0,15.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1350000.0,5260,4.676
tel aviv,apartment,97.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3740000.0,10577,3.394
jerusalem,apartment,70.0,0.0,3.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2100000.0,4993,2.853
beer sheva,apartment,65.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,780000.0,2231,3.432
jerusalem,apartment,90.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2900000.0,7064,2.923
petah tikva,apartment,116.0,0.0,4.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2940000.0,6089,2.485
tel aviv,apartment,92.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3200000.0,10512,3.942
jerusalem,garden apartment,470.0,120.0,7.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6500000.0,12765,2.357
beer sheva,apartment,51.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,700000.0,2064,3.538
tel aviv,apartment,98.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3690000.0,11123,3.617
beer sheva,private house,365.0,200.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2750000.0,10658,4.651
haifa,garden apartment,92.0,100.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1550000.0,5130,3.972
jerusalem,garden apartment,175.0,50.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3380000.0,9744,3.459
ramat gan,apartment,109.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3850000.0,8139,2.537
tel aviv,apartment,71.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4150000.0,7099,2.053
tel aviv,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2850000.0,9368,3.944
ramat gan,apartment,75.0,0.0,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,5444,2.722
ashdod,apartment,110.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1990000.0,6089,3.672
ramat gan,apartment,70.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,5114,2.668
natanya,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2980000.0,7061,2.843
tel aviv,penthouse,98.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5000000.0,11682,2.804
petah tikva,apartment,36.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600000.0,2540,1.905
rishon lezion,apartment,71.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1780000.0,4057,2.735
tel aviv,apartment,130.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5700000.0,10696,2.252
ashdod,apartment,165.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2900000.0,8006,3.313
jerusalem,apartment,135.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3980000.0,8580,2.587
tel aviv,apartment,48.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3700000.0,5713,1.853
rishon lezion,apartment,100.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2850000.0,6421,2.704
natanya,apartment,80.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1850000.0,4641,3.010
beer sheva,apartment,130.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1590000.0,4314,3.256
ashdod,apartment,140.0,0.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2450000.0,7220,3.536
jerusalem,apartment,120.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3150000.0,8531,3.250
jerusalem,apartment,75.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3000000.0,4940,1.976
ramat gan,apartment,80.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3580000.0,6552,2.196
jerusalem,private house,160.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5300000.0,9831,2.226
jerusalem,apartment,140.0,0.0,4.5,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4050000.0,7915,2.345
beer sheva,apartment,95.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1300000.0,3362,3.103
jerusalem,duplex,150.0,0.0,4.5,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2600000.0,9664,4.460
tel aviv,apartment,125.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4700000.0,12759,3.258
jerusalem,duplex,130.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2680000.0,9428,4.221
natanya,apartment,106.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2800000.0,6840,2.931
tel aviv,apartment,43.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3200000.0,5757,2.159
ramat gan,apartment,75.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2800000.0,6303,2.701
ramat gan,apartment,130.0,0.0,4.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4100000.0,6712,1.964
rishon lezion,dual family,380.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,12288,2.269
jerusalem,apartment,90.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2299000.0,6505,3.395
jerusalem,apartment,64.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2550000.0,6331,2.979
ashdod,apartment,107.0,0.0,4.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1890000.0,5576,3.540
rishon lezion,penthouse,220.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5200000.0,10262,2.368
ashkelon,apartment,75.0,0.0,3.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1330000.0,3532,3.187
rishon lezion,apartment,86.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2420000.0,6651,3.298
tel aviv,apartment,102.0,0.0,3.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2490000.0,11021,5.311
beer sheva,apartment,73.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,2589,3.884
beer sheva,apartment,76.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,870000.0,2438,3.363
beer sheva,apartment,75.0,0.0,2.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,800000.0,2791,4.186
rishon lezion,apartment,102.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2120000.0,5225,2.958
ashkelon,apartment,100.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1470000.0,3638,2.970
haifa,duplex,130.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2290000.0,7530,3.946
jerusalem,apartment,78.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2300000.0,5950,3.104
ashdod,garden apartment,145.0,45.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2430000.0,6031,2.978
petah tikva,apartment,78.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850000.0,3982,2.583
jerusalem,apartment,94.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2400000.0,6805,3.402
jerusalem,apartment,86.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3200000.0,8589,3.221
tel aviv,apartment,89.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4500000.0,11700,3.120
ramat gan,apartment,108.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4200000.0,8139,2.325
rishon lezion,apartment,150.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4300000.0,9378,2.617
natanya,apartment,135.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3100000.0,7485,2.897
rishon lezion,apartment,114.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2850000.0,6774,2.852
jerusalem,apartment,125.0,0.0,4.5,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2600000.0,8221,3.794
ashdod,apartment,80.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1600000.0,3791,2.843
jerusalem,apartment,70.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2420000.0,4875,2.417
rishon lezion,apartment,110.0,0.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3825000.0,7505,2.355
ashkelon,penthouse,167.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2750000.0,6848,2.988
petah tikva,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2950000.0,6751,2.746
beer sheva,apartment,45.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,700000.0,2056,3.525
jerusalem,apartment,90.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4300000.0,7338,2.048
jerusalem,private house,270.0,150.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3650000.0,12557,4.128
petah tikva,apartment,137.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3700000.0,7821,2.537
haifa,apartment,95.0,0.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1850000.0,4281,2.777
beer sheva,apartment,133.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1720000.0,4134,2.884
ashdod,apartment,70.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1600000.0,3829,2.872
beer sheva,apartment,120.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1500000.0,3963,3.170
ashkelon,apartment,71.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1310000.0,2660,2.437
petah tikva,apartment,55.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1700000.0,3701,2.612
haifa,apartment,70.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1050000.0,2945,3.366
natanya,apartment,108.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2700000.0,7721,3.432
ashdod,apartment,85.0,0.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1635000.0,3858,2.832
jerusalem,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2760000.0,7811,3.396
ashkelon,apartment,80.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1390000.0,3655,3.155
tel aviv,apartment,98.0,0.0,3.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4500000.0,8687,2.317
ashdod,apartment,125.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2349000.0,6336,3.237
natanya,apartment,148.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3590000.0,9369,3.132
beer sheva,apartment,103.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1380000.0,3191,2.775
petah tikva,apartment,72.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2100000.0,5186,2.963
rishon lezion,private house,250.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6150000.0,11470,2.238
petah tikva,apartment,115.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2250000.0,5873,3.132
jerusalem,apartment,40.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2250000.0,3913,2.087
jerusalem,apartment,35.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1650000.0,4049,2.945
beer sheva,apartment,82.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1100000.0,2908,3.172
natanya,apartment,70.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1790000.0,4799,3.217
rishon lezion,apartment,82.0,0.0,3.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2600000.0,5865,2.707
rishon lezion,apartment,80.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2400000.0,5504,2.752
tel aviv,dual family,300.0,200.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7300000.0,8488,1.395
ashkelon,apartment,112.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2000000.0,4389,2.633
jerusalem,apartment,110.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3250000.0,7094,2.619
haifa,apartment,85.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1600000.0,3619,2.714
rishon lezion,apartment,119.0,0.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2730000.0,7290,3.204
ramat gan,garden apartment,39.0,80.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1600000.0,3911,2.933
haifa,garden apartment,56.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1600000.0,2579,1.934
ramat gan,apartment,80.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2250000.0,5871,3.131
tel aviv,apartment,122.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6000000.0,13772,2.754
ashkelon,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1850000.0,4378,2.840
rishon lezion,apartment,76.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2150000.0,4610,2.573
tel aviv,apartment,80.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3800000.0,8154,2.575
ramat gan,apartment,90.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3300000.0,6790,2.469
jerusalem,apartment,125.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5260000.0,8465,1.931
natanya,apartment,167.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3150000.0,10825,4.124
beer sheva,apartment,100.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1350000.0,3254,2.892
ashkelon,apartment,107.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1590000.0,4047,3.054
petah tikva,apartment,50.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1730000.0,3465,2.403
haifa,apartment,75.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1570000.0,4237,3.238
natanya,apartment,100.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2200000.0,5348,2.917
rishon lezion,penthouse,100.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2750000.0,6506,2.839
natanya,apartment,167.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4290000.0,10886,3.045
natanya,apartment,108.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2770000.0,6386,2.767
natanya,apartment,113.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2950000.0,6793,2.763
petah tikva,apartment,123.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3290000.0,7838,2.859
beer sheva,duplex,114.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1370000.0,3797,3.326
ashdod,apartment,110.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2300000.0,5123,2.673
ashdod,apartment,150.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3300000.0,6444,2.343
haifa,apartment,106.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2600000.0,4795,2.213
jerusalem,garden apartment,90.0,0.0,4.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2970000.0,7897,3.191
jerusalem,apartment,80.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2300000.0,5747,2.998
haifa,apartment,120.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2450000.0,5335,2.613
petah tikva,apartment,94.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2480000.0,6719,3.251
ashkelon,private house,280.0,160.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3850000.0,7486,2.333
jerusalem,apartment,75.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2500000.0,4728,2.269
natanya,garden apartment,96.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2900000.0,6435,2.663
haifa,apartment,65.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2300000.0,3866,2.017
tel aviv,penthouse,175.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8350000.0,14419,2.072
haifa,apartment,80.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1590000.0,3692,2.786
beer sheva,garden apartment,120.0,20.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1450000.0,3584,2.966
beer sheva,apartment,40.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,595000.0,2013,4.060
ramat gan,apartment,108.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3280000.0,6934,2.537
ashkelon,garden apartment,140.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2150000.0,5567,3.107
petah tikva,apartment,84.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2550000.0,5760,2.711
natanya,apartment,104.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3280000.0,6824,2.497
